"rules","support","confidence","lift","count"
"{liquor,red/blush wine} => {bottled beer}",0.00193187595322827,0.904761904761905,11.2352693602694,19
"{citrus fruit,fruit/vegetable juice,other vegetables,soda} => {root vegetables}",0.00101677681748856,0.909090909090909,8.34040027137042,10
"{oil,other vegetables,tropical fruit,whole milk,yogurt} => {root vegetables}",0.00101677681748856,0.909090909090909,8.34040027137042,10
"{citrus fruit,fruit/vegetable juice,grapes} => {tropical fruit}",0.00111845449923742,0.846153846153846,8.06387895050686,11
"{other vegetables,rice,whole milk,yogurt} => {root vegetables}",0.00132180986273513,0.866666666666667,7.9511815920398,13
"{oil,other vegetables,tropical fruit,whole milk} => {root vegetables}",0.00132180986273513,0.866666666666667,7.9511815920398,13
"{ham,other vegetables,pip fruit,yogurt} => {tropical fruit}",0.00101677681748856,0.833333333333333,7.94169896640827,10
"{beef,citrus fruit,other vegetables,tropical fruit} => {root vegetables}",0.00101677681748856,0.833333333333333,7.64536691542289,10
"{butter,cream cheese,root vegetables} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"{butter,sliced cheese,tropical fruit,whole milk} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"{cream cheese,curd,other vegetables,whipped/sour cream} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"{butter,other vegetables,tropical fruit,white bread} => {yogurt}",0.00101677681748856,0.909090909090909,6.51669758812616,10
"{pip fruit,sausage,sliced cheese} => {yogurt}",0.00122013218098627,0.857142857142857,6.14431486880467,12
"{butter,curd,tropical fruit,whole milk} => {yogurt}",0.00122013218098627,0.857142857142857,6.14431486880467,12
"{butter,tropical fruit,white bread} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"{butter,margarine,tropical fruit} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"{cream cheese,curd,whipped/sour cream,whole milk} => {yogurt}",0.00111845449923742,0.846153846153846,6.06554160125589,11
"{cream cheese,margarine,whipped/sour cream} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"{beef,butter,tropical fruit} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"{fruit/vegetable juice,pork,tropical fruit} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"{butter,curd,other vegetables,tropical fruit} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"{margarine,root vegetables,tropical fruit,whole milk} => {yogurt}",0.00101677681748856,0.833333333333333,5.97363945578231,10
"{butter milk,other vegetables,pastry} => {yogurt}",0.00122013218098627,0.8,5.73469387755102,12
"{fruit/vegetable juice,pastry,whipped/sour cream} => {yogurt}",0.00122013218098627,0.8,5.73469387755102,12
"{citrus fruit,root vegetables,soft cheese} => {other vegetables}",0.00101677681748856,1,5.16815554387809,10
"{brown bread,pip fruit,whipped/sour cream} => {other vegetables}",0.00111845449923742,1,5.16815554387809,11
"{grapes,tropical fruit,whole milk,yogurt} => {other vegetables}",0.00101677681748856,1,5.16815554387809,10
"{ham,pip fruit,tropical fruit,yogurt} => {other vegetables}",0.00101677681748856,1,5.16815554387809,10
"{ham,pip fruit,tropical fruit,whole milk} => {other vegetables}",0.00111845449923742,1,5.16815554387809,11
"{butter,fruit/vegetable juice,tropical fruit,whipped/sour cream} => {other vegetables}",0.00101677681748856,1,5.16815554387809,10
"{newspapers,rolls/buns,soda,whole milk} => {other vegetables}",0.00101677681748856,1,5.16815554387809,10
"{citrus fruit,root vegetables,tropical fruit,whipped/sour cream} => {other vegetables}",0.00122013218098627,1,5.16815554387809,12
"{oil,root vegetables,whole milk,yogurt} => {other vegetables}",0.00142348754448399,0.933333333333333,4.82361184095288,14
"{citrus fruit,root vegetables,tropical fruit,whole milk,yogurt} => {other vegetables}",0.00142348754448399,0.933333333333333,4.82361184095288,14
"{butter,soda,whipped/sour cream} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822,13
"{butter,pastry,pip fruit} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822,13
"{rice,root vegetables,whole milk,yogurt} => {other vegetables}",0.00132180986273513,0.928571428571429,4.79900157645822,13
"{soft cheese,tropical fruit,whipped/sour cream} => {other vegetables}",0.00122013218098627,0.923076923076923,4.77060511742593,12
"{citrus fruit,cream cheese,root vegetables} => {other vegetables}",0.00122013218098627,0.923076923076923,4.77060511742593,12
"{citrus fruit,domestic eggs,whipped/sour cream,whole milk} => {other vegetables}",0.00122013218098627,0.923076923076923,4.77060511742593,12
"{grapes,onions} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"{hard cheese,oil} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"{dessert,tropical fruit,whipped/sour cream} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"{citrus fruit,cream cheese,whipped/sour cream,whole milk} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"{fruit/vegetable juice,tropical fruit,whipped/sour cream,yogurt} => {other vegetables}",0.00111845449923742,0.916666666666667,4.73747591522158,11
"{fruit/vegetable juice,herbs,whole milk} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{frankfurter,frozen meals,tropical fruit} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{hard cheese,tropical fruit,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{butter milk,pork,whole milk} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{butter milk,fruit/vegetable juice,pip fruit} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{coffee,oil,yogurt} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{napkins,onions,root vegetables} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{hamburger meat,tropical fruit,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{oil,root vegetables,tropical fruit,yogurt} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{butter,tropical fruit,white bread,yogurt} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{butter,root vegetables,white bread,whole milk} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{butter,soda,whipped/sour cream,whole milk} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{fruit/vegetable juice,tropical fruit,whipped/sour cream,whole milk} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{oil,root vegetables,tropical fruit,whole milk,yogurt} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{citrus fruit,root vegetables,whipped/sour cream,whole milk,yogurt} => {other vegetables}",0.00101677681748856,0.909090909090909,4.69832322170735,10
"{fruit/vegetable juice,tropical fruit,whipped/sour cream} => {other vegetables}",0.00193187595322827,0.904761904761905,4.67595025398494,19
"{ham,pip fruit,tropical fruit} => {other vegetables}",0.0016268429079817,0.888888888888889,4.59391603900274,16
"{onions,root vegetables,tropical fruit} => {other vegetables}",0.0016268429079817,0.888888888888889,4.59391603900274,16
"{citrus fruit,root vegetables,tropical fruit,whole milk} => {other vegetables}",0.00315200813421454,0.885714285714286,4.57750919600631,31
"{citrus fruit,pastry,root vegetables} => {other vegetables}",0.00152516522623284,0.882352941176471,4.56013724459831,15
"{frozen vegetables,whipped/sour cream,whole milk,yogurt} => {other vegetables}",0.00152516522623284,0.882352941176471,4.56013724459831,15
"{frozen vegetables,root vegetables,whole milk,yogurt} => {other vegetables}",0.00152516522623284,0.882352941176471,4.56013724459831,15
"{rice,root vegetables,yogurt} => {other vegetables}",0.00142348754448399,0.875,4.52213610089333,14
"{cream cheese,tropical fruit,whipped/sour cream} => {other vegetables}",0.00142348754448399,0.875,4.52213610089333,14
"{root vegetables,whipped/sour cream,white bread} => {other vegetables}",0.00142348754448399,0.875,4.52213610089333,14
"{beef,tropical fruit,whipped/sour cream} => {other vegetables}",0.00142348754448399,0.875,4.52213610089333,14
"{frozen vegetables,onions,root vegetables} => {other vegetables}",0.00132180986273513,0.866666666666667,4.47906813802768,13
"{oil,root vegetables,tropical fruit,whole milk} => {other vegetables}",0.00132180986273513,0.866666666666667,4.47906813802768,13
"{butter milk,pork} => {other vegetables}",0.00183019827147941,0.857142857142857,4.42984760903836,18
"{meat,root vegetables,yogurt} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"{butter milk,pip fruit,root vegetables} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"{fruit/vegetable juice,oil,tropical fruit} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"{root vegetables,salty snack,yogurt} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"{domestic eggs,pastry,whipped/sour cream} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"{domestic eggs,pastry,root vegetables} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"{brown bread,pip fruit,root vegetables,whole milk} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"{citrus fruit,domestic eggs,root vegetables,whole milk} => {other vegetables}",0.00122013218098627,0.857142857142857,4.42984760903836,12
"{margarine,meat} => {other vegetables}",0.00172852058973055,0.85,4.39293221229637,17
"{oil,root vegetables,tropical fruit} => {other vegetables}",0.00172852058973055,0.85,4.39293221229637,17
"{cream cheese,curd,root vegetables} => {other vegetables}",0.00172852058973055,0.85,4.39293221229637,17
"{tropical fruit,whipped/sour cream,white bread} => {other vegetables}",0.00172852058973055,0.85,4.39293221229637,17
"{frozen fish,pip fruit,whole milk} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{herbs,root vegetables,shopping bags} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{citrus fruit,fruit/vegetable juice,oil} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{beef,root vegetables,sugar} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{long life bakery product,root vegetables,tropical fruit} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{butter,tropical fruit,white bread} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{pip fruit,pork,soda} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{pastry,root vegetables,shopping bags} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{root vegetables,whipped/sour cream,white bread,whole milk} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{beef,tropical fruit,whipped/sour cream,whole milk} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{citrus fruit,curd,root vegetables,whole milk} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{butter,domestic eggs,tropical fruit,yogurt} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{butter,root vegetables,tropical fruit,whipped/sour cream} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{newspapers,soda,tropical fruit,whole milk} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{fruit/vegetable juice,root vegetables,tropical fruit,yogurt} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{citrus fruit,rolls/buns,root vegetables,tropical fruit} => {other vegetables}",0.00111845449923742,0.846153846153846,4.37305469097377,11
"{citrus fruit,newspapers,root vegetables} => {other vegetables}",0.0016268429079817,0.842105263157895,4.35213098431839,16
"{rice,whole milk,yogurt} => {other vegetables}",0.00152516522623284,0.833333333333333,4.30679628656507,15
"{frozen fish,pip fruit,tropical fruit} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{citrus fruit,herbs,tropical fruit} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{flour,rolls/buns,root vegetables} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{domestic eggs,root vegetables,soft cheese} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{grapes,pork,whole milk} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{meat,tropical fruit,whole milk} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{candy,rolls/buns,root vegetables} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{frozen vegetables,ham,whole milk} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{butter,sugar,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{dessert,sausage,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{chicken,pastry,root vegetables} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{butter,root vegetables,white bread} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{butter,curd,domestic eggs} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{brown bread,sausage,whipped/sour cream} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{hard cheese,root vegetables,whipped/sour cream,whole milk} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{onions,root vegetables,tropical fruit,whole milk} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{butter,white bread,whole milk,yogurt} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{bottled water,frozen vegetables,root vegetables,whole milk} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{beef,citrus fruit,root vegetables,tropical fruit} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{frankfurter,pip fruit,root vegetables,whole milk} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{citrus fruit,newspapers,root vegetables,whole milk} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{butter,domestic eggs,tropical fruit,whole milk,yogurt} => {other vegetables}",0.00101677681748856,0.833333333333333,4.30679628656507,10
"{rice,yogurt} => {other vegetables}",0.00193187595322827,0.826086956521739,4.2693458840732,19
"{herbs,shopping bags} => {other vegetables}",0.00193187595322827,0.826086956521739,4.2693458840732,19
"{grapes,tropical fruit,yogurt} => {other vegetables}",0.00142348754448399,0.823529411764706,4.25612809495842,14
"{citrus fruit,onions,root vegetables} => {other vegetables}",0.00142348754448399,0.823529411764706,4.25612809495842,14
"{citrus fruit,fruit/vegetable juice,whole milk,yogurt} => {other vegetables}",0.00142348754448399,0.823529411764706,4.25612809495842,14
"{butter milk,onions} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"{citrus fruit,herbs,root vegetables} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"{semi-finished bread,tropical fruit,yogurt} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"{hard cheese,root vegetables,whipped/sour cream} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"{salty snack,tropical fruit,yogurt} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"{citrus fruit,cream cheese,whipped/sour cream} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"{brown bread,pip fruit,root vegetables} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"{bottled water,sausage,whipped/sour cream} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"{citrus fruit,fruit/vegetable juice,tropical fruit,whole milk} => {other vegetables}",0.00132180986273513,0.8125,4.19912637940095,13
"{citrus fruit,root vegetables,tropical fruit,yogurt} => {other vegetables}",0.00172852058973055,0.80952380952381,4.18374496409178,17
"{curd,turkey} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{fruit/vegetable juice,herbs} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{onions,waffles} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{root vegetables,tropical fruit,turkey} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{root vegetables,turkey,whole milk} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{grapes,root vegetables,tropical fruit} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{grapes,tropical fruit,whole milk} => {other vegetables}",0.00203355363497712,0.8,4.13452443510247,20
"{napkins,onions,whole milk} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{salty snack,tropical fruit,whipped/sour cream} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{butter,long life bakery product,whipped/sour cream} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{cream cheese,tropical fruit,whole milk,yogurt} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{butter,tropical fruit,whipped/sour cream,yogurt} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{domestic eggs,pip fruit,whipped/sour cream,whole milk} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{fruit/vegetable juice,root vegetables,whole milk,yogurt} => {other vegetables}",0.00203355363497712,0.8,4.13452443510247,20
"{pip fruit,tropical fruit,whipped/sour cream,whole milk} => {other vegetables}",0.0016268429079817,0.8,4.13452443510247,16
"{citrus fruit,sausage,whipped/sour cream,whole milk} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{rolls/buns,root vegetables,tropical fruit,whipped/sour cream} => {other vegetables}",0.00122013218098627,0.8,4.13452443510247,12
"{rice,sugar} => {whole milk}",0.00122013218098627,1,3.91364902506964,12
"{canned fish,hygiene articles} => {whole milk}",0.00111845449923742,1,3.91364902506964,11
"{butter,rice,root vegetables} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{flour,root vegetables,whipped/sour cream} => {whole milk}",0.00172852058973055,1,3.91364902506964,17
"{butter,domestic eggs,soft cheese} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{butter,hygiene articles,pip fruit} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{hygiene articles,root vegetables,whipped/sour cream} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{hygiene articles,pip fruit,root vegetables} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{cream cheese,domestic eggs,sugar} => {whole milk}",0.00111845449923742,1,3.91364902506964,11
"{curd,domestic eggs,sugar} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{cream cheese,domestic eggs,napkins} => {whole milk}",0.00111845449923742,1,3.91364902506964,11
"{oil,root vegetables,tropical fruit,yogurt} => {whole milk}",0.00111845449923742,1,3.91364902506964,11
"{oil,other vegetables,root vegetables,yogurt} => {whole milk}",0.00142348754448399,1,3.91364902506964,14
"{butter,other vegetables,root vegetables,white bread} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{butter,other vegetables,pork,whipped/sour cream} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{butter,domestic eggs,other vegetables,whipped/sour cream} => {whole milk}",0.00122013218098627,1,3.91364902506964,12
"{citrus fruit,pastry,rolls/buns,whipped/sour cream} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{bottled water,other vegetables,pip fruit,root vegetables} => {whole milk}",0.00111845449923742,1,3.91364902506964,11
"{rolls/buns,root vegetables,sausage,tropical fruit} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{oil,other vegetables,root vegetables,tropical fruit,yogurt} => {whole milk}",0.00101677681748856,1,3.91364902506964,10
"{cream cheese,other vegetables,sugar} => {whole milk}",0.00152516522623284,0.9375,3.66904596100279,15
"{root vegetables,sausage,tropical fruit,yogurt} => {whole milk}",0.00152516522623284,0.9375,3.66904596100279,15
"{citrus fruit,domestic eggs,sugar} => {whole milk}",0.00142348754448399,0.933333333333333,3.652739090065,14
"{domestic eggs,sugar,yogurt} => {whole milk}",0.00142348754448399,0.933333333333333,3.652739090065,14
"{cream cheese,pip fruit,whipped/sour cream} => {whole milk}",0.00132180986273513,0.928571428571429,3.63410266613609,13
"{other vegetables,rice,root vegetables,yogurt} => {whole milk}",0.00132180986273513,0.928571428571429,3.63410266613609,13
"{beef,rolls/buns,tropical fruit,yogurt} => {whole milk}",0.00132180986273513,0.928571428571429,3.63410266613609,13
"{house keeping products,whipped/sour cream} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{bottled water,rice} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{root vegetables,soft cheese,whipped/sour cream} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{butter,sliced cheese,whipped/sour cream} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{butter,hygiene articles,tropical fruit} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{domestic eggs,hygiene articles,tropical fruit} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{root vegetables,sugar,whipped/sour cream} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{long life bakery product,napkins,tropical fruit} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{butter,coffee,whipped/sour cream} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{hard cheese,other vegetables,root vegetables,yogurt} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{frankfurter,root vegetables,tropical fruit,yogurt} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{brown bread,other vegetables,pip fruit,root vegetables} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{butter,domestic eggs,tropical fruit,yogurt} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{domestic eggs,other vegetables,pip fruit,whipped/sour cream} => {whole milk}",0.00122013218098627,0.923076923076923,3.61259910006428,12
"{bottled beer,soups} => {whole milk}",0.00111845449923742,0.916666666666667,3.58751160631383,11
"{citrus fruit,herbs,tropical fruit} => {whole milk}",0.00111845449923742,0.916666666666667,3.58751160631383,11
"{domestic eggs,sugar,tropical fruit} => {whole milk}",0.00111845449923742,0.916666666666667,3.58751160631383,11
